index,Month,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
205,JAN,822,1476,1291,1665,1899,2134,2368,2602,2837,3071,3305,3539,3774,4008,4242,4476,4711,4945,5179,5414,5648,5882
206,FEB,825,1482,1295,1671,1906,2141,2376,2612,2847,3082,3317,3553,3788,4023,4258,4493,4729,4964,5199,5435,5670,5905
207,MAR,827,1487,1299,1677,1913,2149,2385,2621,2857,3094,3330,3566,3802,4038,4274,4510,4747,4983,5219,5455,5691,5928
208,APR,829,1492,1303,1682,1920,2157,2394,2631,2868,3105,3342,3579,3816,4054,4291,4527,4765,5002,5239,5476,5713,5950
209,MAY,831,1498,1307,1688,1926,2164,2402,2640,2878,3116,3354,3593,3831,4069,4307,4544,4783,5021,5259,5497,5735,5973
210,JUN,834,1503,1312,1694,1933,2172,2411,2650,2889,3128,3367,3606,3845,4084,4323,4562,4801,5040,5279,5518,5757,5996
211,JUL,836,1508,1316,1700,1940,2180,2419,2659,2899,3139,3379,3619,3859,4099,4339,4579,4819,5059,5298,5539,5778,6018
212,AUG,838,1513,1320,1705,1946,2187,2428,2669,2910,3151,3391,3632,3873,4114,4355,4596,4837,5078,5318,5559,5800,6041
213,SEP,840,1519,1324,1711,1953,2195,2436,2678,2920,3162,3404,3646,3887,4129,4371,4613,4854,5096,5338,5580,5822,6064
214,OCT,842,1524,1328,1717,1960,2202,2445,2688,2931,3173,3416,3659,3902,4145,4387,4630,4872,5115,5358,5601,5844,6086
215,NOV,845,1529,1332,1723,1966,2210,2454,2697,2941,3185,3428,3672,3916,4160,4403,4647,4890,5134,5378,5622,5865,6109
216,DEC,847,1534,1336,1728,1973,2218,2462,2707,2952,3196,3441,3685,3930,4175,4419,4664,4908,5153,5398,5643,5887,6132
217,JAN,849,1540,1340,1734,1980,2225,2471,2716,2962,3208,3453,3699,3944,4190,4435,4681,4926,5172,5418,5663,5909,6154
218,FEB,851,1545,1344,1740,1986,2233,2479,2726,2972,3219,3465,3712,3958,4205,4452,4698,4944,5191,5438,5684,5931,6177
219,MAR,854,1550,1348,1746,1993,2241,2488,2735,2983,3230,3478,3725,3973,4220,4468,4715,4962,5210,5457,5705,5952,6200
220,APR,856,1556,1353,1751,2000,2248,2496,2745,2993,3242,3490,3739,3987,4235,4484,4732,4980,5229,5477,5726,5974,6222
221,MAY,858,1561,1357,1757,2007,2256,2505,2755,3004,3253,3502,3752,4001,4251,4500,4749,4998,5248,5497,5747,5996,6245
222,JUN,860,1566,1361,1763,2013,2264,2514,2764,3014,3265,3515,3765,4015,4266,4516,4766,5016,5267,5517,5767,6018,6268
223,JUL,863,1571,1365,1769,2020,2271,2522,2774,3025,3276,3527,3778,4030,4281,4532,4783,5034,5286,5537,5788,6039,6291
224,AUG,865,1577,1369,1774,2027,2279,2531,2783,3035,3287,3539,3792,4044,4296,4548,4800,5052,5305,5557,5809,6061,6313
225,SEP,867,1582,1373,1780,2033,2286,2539,2793,3046,3299,3552,3805,4058,4311,4564,4817,5070,5323,5577,5830,6083,6336
226,OCT,869,1587,1377,1786,2040,2294,2548,2802,3056,3310,3564,3818,4072,4326,4580,4834,5088,5342,5596,5851,6104,6359
227,NOV,871,1593,1381,1792,2047,2302,2556,2812,3066,3322,3576,3831,4086,4342,4596,4851,5106,5361,5616,5871,6126,6381
228,DEC,874,1598,1385,1797,2053,2309,2565,2821,3077,3333,3589,3845,4101,4357,4613,4868,5124,5380,5636,5892,6148,6404
229,JAN,876,1603,1390,1803,2060,2317,2574,2831,3087,3344,3601,3858,4115,4372,4629,4885,5142,5399,5656,5913,6170,6427
230,FEB,878,1608,1394,1809,2067,2325,2582,2840,3098,3356,3613,3871,4129,4387,4645,4902,5160,5418,5676,5934,6191,6449
231,MAR,880,1614,1398,1815,2073,2332,2591,2850,3108,3367,3626,3885,4143,4402,4661,4919,5178,5437,5696,5955,6213,6472
232,APR,883,1619,1402,1820,2080,2340,2599,2859,3119,3379,3638,3898,4158,4417,4677,4936,5196,5456,5716,5975,6235,6495
233,MAY,885,1624,1406,1826,2087,2348,2608,2869,3129,3390,3650,3911,4172,4432,4693,4953,5214,5475,5735,5996,6257,6517
234,JUN,887,1630,1410,1832,2093,2355,2616,2878,3140,3401,3663,3924,4186,4448,4709,4970,5232,5494,5755,6017,6278,6540
235,JUL,889,1635,1414,1838,2100,2363,2625,2888,3150,3413,3675,3938,4200,4463,4725,4987,5250,5513,5775,6038,6300,6563
236,AUG,891,1640,1418,1843,2107,2370,2634,2897,3161,3424,3687,3951,4214,4478,4741,5004,5268,5532,5795,6059,6322,6585
237,SEP,894,1645,1422,1849,2114,2378,2642,2907,3171,3436,3700,3964,4229,4493,4757,5021,5286,5551,5815,6079,6344,6608
238,OCT,896,1651,1426,1855,2120,2386,2651,2916,3181,3447,3712,3978,4243,4508,4773,5039,5304,5569,5835,6100,6365,6631
239,NOV,898,1656,1431,1861,2127,2393,2659,2926,3192,3458,3724,3991,4257,4523,4790,5056,5322,5588,5855,6121,6387,6653
240,DEC,900,1661,1435,1866,2134,2401,2668,2935,3202,3470,3737,4004,4271,4539,4806,5073,5340,5607,5874,6142,6409,6676
241,JAN,903,1666,1439,1872,2140,2409,2676,2945,3213,3481,3749,4017,4285,4554,4822,5090,5358,5626,5894,6163,6431,6699
242,FEB,905,1672,1443,1878,2147,2416,2685,2954,3223,3493,3761,4031,4300,4569,4838,5107,5376,5645,5914,6183,6452,6721
243,MAR,907,1677,1447,1884,2154,2424,2694,2964,3234,3504,3774,4044,4314,4584,4854,5124,5394,5664,5934,6204,6474,6744
244,APR,909,1682,1451,1889,2160,2431,2702,2973,3244,3515,3786,4057,4328,4599,4870,5141,5412,5683,5954,6225,6496,6767
245,MAY,911,1688,1455,1895,2167,2439,2711,2983,3255,3527,3798,4070,4342,4614,4886,5158,5430,5702,5974,6246,6518,6789
246,JUN,914,1693,1459,1901,2174,2447,2719,2992,3265,3538,3811,4084,4357,4630,4902,5175,5448,5721,5994,6267,6539,6812
247,JUL,916,1698,1463,1907,2180,2454,2728,3002,3276,3549,3823,4097,4371,4645,4918,5192,5466,5740,6013,6287,6561,6835
248,AUG,918,1703,1468,1912,2187,2462,2736,3011,3286,3561,3835,4110,4385,4660,4934,5209,5484,5759,6033,6308,6583,6858
249,SEP,920,1709,1472,1918,2194,2470,2745,3021,3296,3572,3848,4124,4399,4675,4951,5226,5502,5778,6053,6329,6604,6880
250,OCT,923,1714,1476,1924,2201,2477,2754,3030,3307,3584,3860,4137,4413,4690,4967,5243,5520,5796,6073,6350,6626,6903
251,NOV,925,1719,1480,1930,2207,2485,2762,3040,3317,3595,3872,4150,4428,4705,4983,5260,5538,5815,6093,6371,6648,6926
252,DEC,927,1725,1484,1935,2214,2493,2771,3049,3328,3606,3885,4163,4442,4720,4999,5277,5556,5834,6113,6391,6670,6948
253,JAN,929,1730,1488,1941,2221,2500,2779,3059,3338,3618,3897,4177,4456,4736,5015,5294,5574,5853,6133,6412,6691,6971
254,FEB,931,1735,1492,1947,2227,2508,2788,3068,3349,3629,3909,4190,4470,4751,5031,5311,5592,5872,6152,6433,6713,6994
255,MAR,934,1740,1496,1953,2234,2515,2796,3078,3359,3641,3922,4203,4484,4766,5047,5328,5610,5891,6172,6454,6735,7016
256,APR,936,1746,1500,1958,2241,2523,2805,3087,3370,3652,3934,4216,4499,4781,5063,5345,5627,5910,6192,6475,6757,7039
257,MAY,938,1751,1504,1964,2247,2531,2814,3097,3380,3663,3946,4230,4513,4796,5079,5362,5645,5929,6212,6495,6778,7062
258,JUN,940,1756,1509,1970,2254,2538,2822,3106,3391,3675,3959,4243,4527,4811,5095,5379,5663,5948,6232,6516,6800,7084
259,JUL,943,1762,1513,1976,2261,2546,2831,3116,3401,3686,3971,4256,4541,4827,5112,5396,5681,5967,6252,6537,6822,7107
260,AUG,945,1767,1517,1981,2267,2554,2839,3126,3411,3698,3983,4270,4556,4842,5128,5413,5699,5986,6272,6558,6844,7130
261,SEP,947,1772,1521,1987,2274,2561,2848,3135,3422,3709,3996,4283,4570,4857,5144,5430,5717,6005,6291,6579,6865,7152
262,OCT,949,1777,1525,1993,2281,2569,2856,3145,3432,3720,4008,4296,4584,4872,5160,5447,5735,6023,6311,6599,6887,7175
263,NOV,951,1783,1529,1999,2288,2576,2865,3154,3443,3732,4020,4309,4598,4887,5176,5464,5753,6042,6331,6620,6909,7198
264,DEC,954,1788,1533,2004,2294,2584,2874,3164,3453,3743,4033,4323,4612,4902,5192,5481,5771,6061,6351,6641,6931,7220
265,JAN,956,1793,1537,2010,2301,2592,2882,3173,3464,3755,4045,4336,4627,4918,5208,5498,5789,6080,6371,6662,6952,7243
266,FEB,958,1798,1541,2016,2308,2599,2891,3183,3474,3766,4057,4349,4641,4933,5224,5516,5807,6099,6391,6683,6974,7266
267,MAR,960,1804,1546,2022,2314,2607,2899,3192,3485,3777,4070,4362,4655,4948,5240,5533,5825,6118,6411,6703,6996,7288
268,APR,963,1809,1550,2027,2321,2615,2908,3202,3495,3789,4082,4376,4669,4963,5256,5550,5843,6137,6430,6724,7018,7311
269,MAY,965,1814,1554,2033,2328,2622,2916,3211,3506,3800,4094,4389,4683,4978,5272,5567,5861,6156,6450,6745,7039,7334
270,JUN,967,1820,1558,2039,2334,2630,2925,3221,3516,3812,4107,4402,4698,4993,5289,5584,5879,6175,6470,6766,7061,7357
271,JUL,969,1825,1562,2045,2341,2638,2934,3230,3526,3823,4119,4416,4712,5008,5305,5601,5897,6194,6490,6787,7083,7379
272,AUG,972,1830,1566,2050,2348,2645,2942,3240,3537,3834,4131,4429,4726,5024,5321,5618,5915,6213,6510,6807,7104,7402
273,SEP,974,1835,1570,2056,2354,2653,2951,3249,3547,3846,4144,4442,4740,5039,5337,5635,5933,6232,6530,6828,7126,7425
274,OCT,976,1841,1574,2062,2361,2660,2959,3259,3558,3857,4156,4455,4755,5054,5353,5652,5951,6250,6550,6849,7148,7447
275,NOV,978,1846,1578,2068,2368,2668,2968,3268,3568,3869,4168,4469,4769,5069,5369,5669,5969,6269,6569,6870,7170,7470
276,DEC,980,1851,1582,2073,2375,2676,2976,3278,3579,3880,4181,4482,4783,5084,5385,5686,5987,6288,6589,6891,7191,7493
277,JAN,983,1857,1587,2079,2381,2683,2985,3287,3589,3891,4193,4495,4797,5099,5401,5703,6005,6307,6609,6911,7213,7515
278,FEB,985,1862,1591,2085,2388,2691,2994,3297,3600,3903,4205,4509,4811,5115,5417,5720,6023,6326,6629,6932,7235,7538
279,MAR,987,1867,1595,2091,2395,2699,3002,3306,3610,3914,4218,4522,4826,5130,5433,5737,6041,6345,6649,6953,7257,7561
280,APR,989,1872,1599,2096,2401,2706,3011,3316,3620,3925,4230,4535,4840,5145,5450,5754,6059,6364,6669,6974,7278,7583
281,MAY,992,1878,1603,2102,2408,2714,3019,3325,3631,3937,4242,4548,4854,5160,5466,5771,6077,6383,6689,6995,7300,7606
282,JUN,994,1883,1607,2108,2415,2721,3028,3335,3641,3948,4255,4562,4868,5175,5482,5788,6095,6402,6708,7015,7322,7629
283,JUL,996,1888,1611,2114,2421,2729,3036,3344,3652,3960,4267,4575,4882,5190,5498,5805,6113,6421,6728,7036,7344,7651
284,AUG,998,1894,1615,2119,2428,2737,3045,3354,3662,3971,4279,4588,4897,5205,5514,5822,6131,6440,6748,7057,7365,7674
285,SEP,1000,1899,1619,2125,2435,2744,3054,3363,3673,3982,4292,4601,4911,5221,5530,5839,6149,6459,6768,7078,7387,7697
286,OCT,1003,1904,1624,2131,2441,2752,3062,3373,3683,3994,4304,4615,4925,5236,5546,5856,6167,6478,6788,7099,7409,7719
287,NOV,1005,1909,1628,2137,2448,2760,3071,3382,3694,4005,4316,4628,4939,5251,5562,5873,6185,6496,6808,7119,7431,7742
288,DEC,1007,1915,1632,2142,2455,2767,3079,3392,3704,4017,4329,4641,4954,5266,5578,5890,6203,6515,6828,7140,7452,7765
289,JAN,1009,1920,1636,2148,2462,2775,3088,3401,3715,4028,4341,4655,4968,5281,5594,5907,6221,6534,6847,7161,7474,7787
290,FEB,1012,1925,1640,2154,2468,2783,3096,3411,3725,4039,4353,4668,4982,5296,5611,5924,6239,6553,6867,7182,7496,7810
291,MAR,1014,1930,1644,2160,2475,2790,3105,3420,3735,4051,4366,4681,4996,5312,5627,5941,6257,6572,6887,7203,7518,7833
292,APR,1016,1936,1648,2165,2482,2798,3114,3430,3746,4062,4378,4694,5010,5327,5643,5958,6275,6591,6907,7223,7539,7855
293,MAY,1018,1941,1652,2171,2488,2805,3122,3439,3756,4074,4390,4708,5025,5342,5659,5975,6293,6610,6927,7244,7561,7878
294,JUN,1020,1946,1656,2177,2495,2813,3131,3449,3767,4085,4403,4721,5039,5357,5675,5993,6311,6629,6947,7265,7583,7901
295,JUL,1023,1952,1660,2183,2502,2821,3139,3458,3777,4096,4415,4734,5053,5372,5691,6010,6329,6648,6967,7286,7605,7924
296,AUG,1025,1957,1665,2188,2508,2828,3148,3468,3788,4108,4427,4747,5067,5387,5707,6027,6347,6667,6986,7307,7626,7946
297,SEP,1027,1962,1669,2194,2515,2836,3156,3477,3798,4119,4440,4761,5082,5403,5723,6044,6365,6686,7006,7327,7648,7969
298,OCT,1029,1967,1673,2200,2522,2844,3165,3487,3809,4131,4452,4774,5096,5418,5739,6061,6383,6705,7026,7348,7670,7992
299,NOV,1032,1973,1677,2206,2528,2851,3174,3497,3819,4142,4464,4787,5110,5433,5755,6078,6400,6723,7046,7369,7691,8014
300,DEC,1034,1978,1681,2211,2535,2859,3182,3506,3830,4153,4477,4801,5124,5448,5771,6095,6418,6742,7066,7390,7713,8037
301,JAN,1036,1983,1685,2217,2542,2866,3191,3516,3840,4165,4489,4814,5138,5463,5788,6112,6436,6761,7086,7411,7735,8060
302,FEB,1038,1989,1689,2223,2549,2874,3199,3525,3850,4176,4501,4827,5153,5478,5804,6129,6454,6780,7106,7431,7757,8082
303,MAR,1040,1994,1693,2229,2555,2882,3208,3535,3861,4188,4514,4840,5167,5493,5820,6146,6472,6799,7125,7452,7778,8105
304,APR,1043,1999,1697,2234,2562,2889,3216,3544,3871,4199,4526,4854,5181,5509,5836,6163,6490,6818,7145,7473,7800,8128
305,MAY,1045,2004,1702,2240,2569,2897,3225,3554,3882,4210,4538,4867,5195,5524,5852,6180,6508,6837,7165,7494,7822,8150
306,JUN,1047,2010,1706,2246,2575,2905,3234,3563,3892,4222,4551,4880,5209,5539,5868,6197,6526,6856,7185,7515,7844,8173
307,JUL,1049,2015,1710,2252,2582,2912,3242,3573,3903,4233,4563,4893,5224,5554,5884,6214,6544,6875,7205,7535,7865,8196
308,AUG,1052,2020,1714,2257,2589,2920,3251,3582,3913,4245,4575,4907,5238,5569,5900,6231,6562,6894,7225,7556,7887,8218
309,SEP,1054,2026,1718,2263,2595,2928,3259,3592,3924,4256,4588,4920,5252,5584,5916,6248,6580,6913,7245,7577,7909,8241
310,OCT,1056,2031,1722,2269,2602,2935,3268,3601,3934,4267,4600,4933,5266,5600,5932,6265,6598,6932,7264,7598,7931,8264
311,NOV,1058,2036,1726,2275,2609,2943,3276,3611,3945,4279,4613,4947,5281,5615,5949,6282,6616,6950,7284,7619,7952,8286
312,DEC,1060,2041,1730,2280,2615,2950,3285,3620,3955,4290,4625,4960,5295,5630,5965,6299,6634,6969,7304,7639,7974,8309
313,JAN,1063,2047,1734,2286,2622,2958,3294,3630,3965,4301,4637,4973,5309,5645,5981,6316,6652,6988,7324,7660,7996,8332
314,FEB,1065,2052,1738,2292,2629,2966,3302,3639,3976,4313,4650,4986,5323,5660,5997,6333,6670,7007,7344,7681,8018,8354
315,MAR,1067,2057,1743,2298,2635,2973,3311,3649,3986,4324,4662,5000,5337,5675,6013,6350,6688,7026,7364,7702,8039,8377
316,APR,1069,2062,1747,2303,2642,2981,3319,3658,3997,4336,4674,5013,5352,5691,6029,6367,6706,7045,7384,7723,8061,8400
317,MAY,1072,2068,1751,2309,2649,2989,3328,3668,4007,4347,4687,5026,5366,5706,6045,6384,6724,7064,7403,7743,8083,8422
318,JUN,1074,2073,1755,2315,2656,2996,3336,3677,4018,4358,4699,5040,5380,5721,6061,6401,6742,7083,7423,7764,8105,8445
319,JUL,1076,2078,1759,2321,2662,3004,3345,3687,4028,4370,4711,5053,5394,5736,6077,6418,6760,7102,7443,7785,8126,8468
320,AUG,1078,2084,1763,2326,2669,3012,3354,3696,4039,4381,4724,5066,5408,5751,6093,6435,6778,7121,7463,7806,8148,8491
321,SEP,1080,2089,1767,2332,2676,3019,3362,3706,4049,4393,4736,5079,5423,5766,6110,6452,6796,7140,7483,7827,8170,8513
322,OCT,1083,2094,1771,2338,2682,3027,3371,3715,4060,4404,4748,5093,5437,5781,6126,6470,6814,7159,7503,7847,8191,8536
323,NOV,1085,2099,1775,2344,2689,3034,3379,3725,4070,4415,4761,5106,5451,5797,6142,6487,6832,7177,7523,7868,8213,8559
324,DEC,1087,2105,1780,2350,2696,3042,3388,3734,4080,4427,4773,5119,5465,5812,6158,6504,6850,7196,7542,7889,8235,8581
325,JAN,1089,2110,1784,2355,2702,3050,3396,3744,4091,4438,4785,5132,5480,5827,6174,6521,6868,7215,7562,7910,8257,8604
326,FEB,1092,2115,1788,2361,2709,3057,3405,3753,4101,4450,4798,5146,5494,5842,6190,6538,6886,7234,7582,7931,8278,8627
327,MAR,1094,2121,1792,2367,2716,3065,3414,3763,4112,4461,4810,5159,5508,5857,6206,6555,6904,7253,7602,7951,8300,8649
328,APR,1096,2126,1796,2373,2722,3073,3422,3772,4122,4472,4822,5172,5522,5872,6222,6572,6922,7272,7622,7972,8322,8672
329,MAY,1098,2131,1800,2378,2729,3080,3431,3782,4133,4484,4835,5186,5536,5888,6238,6589,6940,7291,7642,7993,8344,8695
330,JUN,1101,2136,1804,2384,2736,3088,3439,3791,4143,4495,4847,5199,5551,5903,6254,6606,6958,7310,7662,8014,8365,8717
331,JUL,1103,2142,1808,2390,2743,3095,3448,3801,4154,4507,4859,5212,5565,5918,6270,6623,6976,7329,7682,8035,8387,8740
332,AUG,1105,2147,1812,2396,2749,3103,3456,3810,4164,4518,4872,5225,5579,5933,6287,6640,6994,7348,7701,8055,8409,8763
333,SEP,1107,2152,1816,2401,2756,3111,3465,3820,4175,4529,4884,5239,5593,5948,6303,6657,7012,7367,7721,8076,8431,8785
334,OCT,1109,2158,1821,2407,2763,3118,3474,3829,4185,4541,4896,5252,5607,5963,6319,6674,7030,7386,7741,8097,8452,8808
335,NOV,1112,2163,1825,2413,2769,3126,3482,3839,4195,4552,4909,5265,5622,5978,6335,6691,7048,7405,7761,8118,8474,8831
336,DEC,1114,2168,1829,2419,2776,3134,3491,3848,4206,4564,4921,5278,5636,5994,6351,6708,7066,7423,7781,8139,8496,8853
337,JAN,1116,2173,1833,2424,2783,3141,3499,3858,4216,4575,4933,5292,5650,6009,6367,6725,7084,7442,7801,8159,8518,8876
338,FEB,1118,2179,1837,2430,2789,3149,3508,3868,4227,4586,4946,5305,5664,6024,6383,6742,7102,7461,7821,8180,8539,8899
339,MAR,1121,2184,1841,2436,2796,3157,3516,3877,4237,4598,4958,5318,5679,6039,6399,6759,7120,7480,7840,8201,8561,8921
340,APR,1123,2189,1845,2442,2803,3164,3525,3887,4248,4609,4970,5332,5693,6054,6415,6776,7138,7499,7860,8222,8583,8944
341,MAY,1125,2194,1849,2447,2809,3172,3534,3896,4258,4621,4983,5345,5707,6069,6431,6793,7156,7518,7880,8243,8605,8967
342,JUN,1127,2200,1853,2453,2816,3179,3542,3906,4269,4632,4995,5358,5721,6085,6448,6810,7173,7537,7900,8263,8626,8990
343,JUL,1129,2205,1858,2459,2823,3187,3551,3915,4279,4643,5007,5371,5735,6100,6464,6827,7191,7556,7920,8284,8648,9012
344,AUG,1132,2210,1862,2465,2830,3195,3559,3925,4289,4655,5020,5385,5750,6115,6480,6844,7209,7575,7940,8305,8670,9035
345,SEP,1134,2216,1866,2470,2836,3202,3568,3934,4300,4666,5032,5398,5764,6130,6496,6861,7227,7594,7960,8326,8691,9058
346,OCT,1136,2221,1870,2476,2843,3210,3576,3944,4310,4678,5044,5411,5778,6145,6512,6878,7245,7613,7979,8347,8713,9080
347,NOV,1138,2226,1874,2482,2850,3218,3585,3953,4321,4689,5057,5424,5792,6160,6528,6895,7263,7632,7999,8367,8735,9103
348,DEC,1141,2231,1878,2488,2856,3225,3594,3963,4331,4700,5069,5438,5807,6176,6544,6912,7281,7650,8019,8388,8757,9126
349,JAN,1143,2237,1882,2493,2863,3233,3602,3972,4342,4712,5081,5451,5821,6191,6560,6929,7299,7669,8039,8409,8778,9148
350,FEB,1145,2242,1886,2499,2870,3240,3611,3982,4352,4723,5094,5464,5835,6206,6576,6947,7317,7688,8059,8430,8800,9171
351,MAR,1147,2247,1890,2505,2876,3248,3619,3991,4363,4734,5106,5478,5849,6221,6592,6964,7335,7707,8079,8451,8822,9194
352,APR,1149,2253,1894,2511,2883,3256,3628,4001,4373,4746,5118,5491,5863,6236,6609,6981,7353,7726,8099,8471,8844,9216
353,MAY,1152,2258,1899,2516,2890,3263,3636,4010,4384,4757,5131,5504,5878,6251,6625,6998,7371,7745,8118,8492,8865,9239
354,JUN,1154,2263,1903,2522,2896,3271,3645,4020,4394,4769,5143,5517,5892,6266,6641,7015,7389,7764,8138,8513,8887,9262
355,JUL,1156,2268,1907,2528,2903,3279,3654,4029,4404,4780,5155,5531,5906,6282,6657,7032,7407,7783,8158,8534,8909,9284
356,AUG,1158,2274,1911,2534,2910,3286,3662,4039,4415,4791,5168,5544,5920,6297,6673,7049,7425,7802,8178,8555,8931,9307
357,SEP,1161,2279,1915,2539,2917,3294,3671,4048,4425,4803,5180,5557,5934,6312,6689,7066,7443,7821,8198,8575,8952,9330
358,OCT,1163,2284,1919,2545,2923,3302,3679,4058,4436,4814,5192,5571,5949,6327,6705,7083,7461,7840,8218,8596,8974,9352
359,NOV,1165,2290,1923,2551,2930,3309,3688,4067,4446,4826,5205,5584,5963,6342,6721,7100,7479,7859,8238,8617,8996,9375
360,DEC,1167,2295,1927,2557,2937,3317,3696,4077,4457,4837,5217,5597,5977,6357,6737,7117,7497,7877,8257,8638,9018,9398
361,JAN,1169,2300,1931,2562,2943,3324,3705,4086,4467,4848,5229,5610,5991,6373,6753,7134,7515,7896,8277,8659,9039,9420
362,FEB,1172,2305,1936,2568,2950,3332,3714,4096,4478,4860,5242,5624,6006,6388,6770,7151,7533,7915,8297,8679,9061,9443
363,MAR,1174,2311,1940,2574,2957,3340,3722,4105,4488,4871,5254,5637,6020,6403,6786,7168,7551,7934,8317,8700,9083,9466
364,APR,1176,2316,1944,2580,2963,3347,3731,4115,4499,4883,5266,5650,6034,6418,6802,7185,7569,7953,8337,8721,9105,9488
365,MAY,1178,2321,1948,2585,2970,3355,3739,4124,4509,4894,5279,5663,6048,6433,6818,7202,7587,7972,8357,8742,9126,9511
366,JUN,1181,2326,1952,2591,2977,3363,3748,4134,4519,4905,5291,5677,6062,6448,6834,7219,7605,7991,8377,8763,9148,9534
367,JUL,1183,2332,1956,2597,2983,3370,3756,4143,4530,4917,5303,5690,6077,6463,6850,7236,7623,8010,8396,8783,9170,9557
368,AUG,1185,2337,1960,2603,2990,3378,3765,4153,4540,4928,5316,5703,6091,6479,6866,7253,7641,8029,8416,8804,9192,9579
369,SEP,1187,2342,1964,2608,2997,3385,3774,4162,4551,4940,5328,5717,6105,6494,6882,7270,7659,8048,8436,8825,9213,9602
370,OCT,1189,2348,1968,2614,3004,3393,3782,4172,4561,4951,5340,5730,6119,6509,6898,7287,7677,8067,8456,8846,9235,9625
371,NOV,1192,2353,1972,2620,3010,3401,3791,4181,4572,4962,5353,5743,6133,6524,6914,7304,7695,8086,8476,8867,9257,9647
372,DEC,1194,2358,1977,2626,3017,3408,3799,4191,4582,4974,5365,5756,6148,6539,6930,7321,7713,8104,8496,8887,9278,9670
373,JAN,1196,2363,1981,2631,3024,3416,3808,4200,4593,4985,5377,5770,6162,6554,6947,7338,7731,8123,8516,8908,9300,9693
374,FEB,1198,2369,1985,2637,3030,3424,3817,4210,4603,4997,5390,5783,6176,6570,6963,7355,7749,8142,8535,8929,9322,9715
375,MAR,1201,2374,1989,2643,3037,3431,3825,4219,4614,5008,5402,5796,6190,6585,6979,7372,7767,8161,8555,8950,9344,9738
376,APR,1203,2379,1993,2649,3044,3439,3834,4229,4624,5019,5414,5809,6205,6600,6995,7389,7785,8180,8575,8971,9365,9761
377,MAY,1205,2385,1997,2654,3050,3447,3842,4239,4634,5031,5427,5823,6219,6615,7011,7406,7803,8199,8595,8991,9387,9783
378,JUN,1207,2390,2001,2660,3057,3454,3851,4248,4645,5042,5439,5836,6233,6630,7027,7424,7821,8218,8615,9012,9409,9806
379,JUL,1209,2395,2005,2666,3064,3462,3859,4258,4655,5054,5451,5849,6247,6645,7043,7441,7839,8237,8635,9033,9431,9829
380,AUG,1212,2400,2009,2672,3070,3469,3868,4267,4666,5065,5464,5863,6261,6661,7059,7458,7857,8256,8655,9054,9452,9851
381,SEP,1214,2406,2014,2677,3077,3477,3877,4277,4676,5076,5476,5876,6276,6676,7075,7475,7875,8275,8674,9075,9474,9874
382,OCT,1216,2411,2018,2683,3084,3485,3885,4286,4687,5088,5488,5889,6290,6691,7091,7492,7893,8294,8694,9095,9496,9897
383,NOV,1218,2416,2022,2689,3090,3492,3894,4296,4697,5099,5501,5902,6304,6706,7108,7509,7911,8313,8714,9116,9518,9919
384,DEC,1221,2422,2026,2695,3097,3500,3902,4305,4708,5110,5513,5916,6318,6721,7124,7526,7929,8332,8734,9137,9539,9942
385,JAN,1223,2427,2030,2700,3104,3508,3911,4315,4718,5122,5525,5929,6332,6736,7140,7543,7946,8350,8754,9158,9561,9965
386,FEB,1225,2432,2034,2706,3111,3515,3919,4324,4729,5133,5538,5942,6347,6751,7156,7560,7964,8369,8774,9179,9583,9987
387,MAR,1227,2437,2038,2712,3117,3523,3928,4334,4739,5145,5550,5956,6361,6767,7172,7577,7982,8388,8794,9199,9605,10010
388,APR,1230,2443,2042,2718,3124,3530,3937,4343,4749,5156,5562,5969,6375,6782,7188,7594,8000,8407,8813,9220,9626,10033
389,MAY,1232,2448,2046,2723,3131,3538,3945,4353,4760,5167,5575,5982,6389,6797,7204,7611,8018,8426,8833,9241,9648,10055
390,JUN,1234,2453,2050,2729,3137,3546,3954,4362,4770,5179,5587,5995,6404,6812,7220,7628,8036,8445,8853,9262,9670,10078
